datetime,carbon_intensity,custom_electricity_score,custom_electricity_input_kwh_per_kwh,REP_SEASON,REP_KIND,PEM operation
2025-05-14 14:00:00,37.0,0.12429148452311775,1.032674334869177,Spring,avg,6.906814520988059
2025-05-14 14:30:00,42.0,0.13242000135112664,1.0326743348691767,Spring,avg,7.345754429700539
2025-05-14 15:00:00,46.0,0.14087189836542718,1.0316426921769999,Spring,avg,7.802156868472768
2025-05-14 15:30:00,55.0,0.14877694037856312,1.030611049484823,Spring,avg,8.229029137182108
2025-05-14 16:00:00,67.0,0.15928497684551055,1.0306110494848228,Spring,avg,8.796463106397269
2025-05-14 16:30:00,80.0,0.17468119545022406,1.0316426921769999,Spring,avg,9.6278589110518
2025-05-14 17:00:00,89.0,0.18420541791690126,1.0316426921769999,Spring,avg,10.142166924252367
2025-05-14 17:30:00,93.0,0.19287121469987767,1.0316426921769999,Spring,avg,10.610119950533093
2025-05-14 18:00:00,112.0,0.23967172425500805,1.030611049484823,Spring,avg,13.137347466510134
2025-05-14 18:30:00,121.0,0.24951964309244448,1.030611049484823,Spring,avg,13.669135083731701
2025-05-14 19:00:00,118.0,0.2341972850237511,1.0316426921769999,Spring,avg,12.841727748022258
2025-05-14 19:30:00,116.0,0.22350409772741175,1.0306110494848228,Spring,avg,12.264295634019934
2025-05-14 20:00:00,115.0,0.2159998620315982,1.0316426921769999,Spring,avg,11.859066906446003
2025-05-14 20:30:00,109.0,0.1965632702986866,1.029579406792646,Spring,avg,10.809490952868774
2025-05-14 21:00:00,103.0,0.1884797994216433,1.0306110494848228,Spring,avg,10.372983525508438
2025-05-14 21:30:00,93.0,0.17696090750359306,1.0326743348691767,Spring,avg,9.750963361933724
2025-05-14 22:00:00,68.0,0.14911617303001923,1.0316426921769999,Spring,avg,8.247347700360738
2025-05-14 22:30:00,57.0,0.14951829845679468,1.032674334869177,Spring,avg,8.269062473406612
2025-05-14 23:00:00,59.0,0.144940945408038,1.0316426921769997,Spring,avg,8.021885408773752
2025-05-14 23:30:00,57.0,0.1406837521841672,1.0306110494848226,Spring,avg,7.791996974684729
2025-05-24 00:00:00,70.0,0.1565034197874416,1.0326743348691767,Spring,top10,8.646259025261545
2025-05-24 00:30:00,65.0,0.14858054683766145,1.0326743348691767,Spring,top10,8.218423885973417
2025-05-24 01:00:00,65.0,0.14844458893535487,1.0316426921769999,Spring,top10,8.211082159248862
2025-05-24 01:30:00,60.0,0.12720066517963396,1.0316426921769997,Spring,top10,7.063910276439934
2025-05-24 02:00:00,59.0,0.12207431663584747,1.0306110494848228,Spring,top10,6.787087455075463
2025-05-24 02:30:00,57.0,0.11661307734154065,1.0316426921769999,Spring,top10,6.4921805331828955
2025-05-24 03:00:00,58.0,0.1107435586215701,1.0316426921769999,Spring,top10,6.175226522304485
2025-05-24 03:30:00,56.0,0.10963991159294102,1.0326743348691767,Spring,top10,6.115629582758515
2025-05-24 04:00:00,54.0,0.10813567184696556,1.0326743348691767,Spring,top10,6.03440063647584
2025-05-24 04:30:00,55.0,0.10738446019872001,1.0316426921769999,Spring,top10,5.993835207470581
2025-05-24 05:00:00,57.0,0.11982762049003692,1.032674334869177,Spring,top10,6.665765863201694
2025-05-24 05:30:00,56.0,0.12483831961390984,1.032674334869177,Spring,top10,6.936343615890832
2025-05-24 06:00:00,55.0,0.13352948089263672,1.0306110494848228,Spring,top10,7.405666324942083
2025-05-24 06:30:00,55.0,0.12372609001772714,1.0306110494848228,Spring,top10,6.876283217696965
2025-05-24 07:00:00,52.0,0.12421862870917892,1.032674334869177,Spring,top10,6.902880307035362
2025-05-24 07:30:00,45.0,0.11577228342662921,1.033705977561354,Spring,top10,6.446777661777677
