datetime,lca_mode,electrolyser_tech,scenario,wind_power_kw,grid_carbon_intensity_gco2_per_kwh,electricity_source,wind_fraction,grid_fraction,wind_used_kw,grid_topup_kw,surplus_wind_kw,wind_above_minimum,gwp100_kgco2e_per_kg_h2,electricity_exchanges_swapped,direct_electricity_kwh_per_kg_h2,wind_electricity_kwh_per_kg_h2,grid_electricity_kwh_per_kg_h2,temporary_grid_activity_code,error,minimum_required_wind_kw
2023-01-15 21:30:00,switching,AE operation,AE operation (switching),247.914,186.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 21:30:00,switching,PEM operation,PEM operation (switching),247.914,186.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 21:30:00,switching,SOEC operation,SOEC operation (switching),247.914,186.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 22:00:00,switching,AE operation,AE operation (switching),182.837,182.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 22:00:00,switching,PEM operation,PEM operation (switching),182.837,182.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 22:00:00,switching,SOEC operation,SOEC operation (switching),182.837,182.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 22:30:00,switching,AE operation,AE operation (switching),182.837,179.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 22:30:00,switching,PEM operation,PEM operation (switching),182.837,179.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 22:30:00,switching,SOEC operation,SOEC operation (switching),182.837,179.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 23:00:00,switching,AE operation,AE operation (switching),142.72,164.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 23:00:00,switching,PEM operation,PEM operation (switching),142.72,164.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 23:00:00,switching,SOEC operation,SOEC operation (switching),142.72,164.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-15 23:30:00,switching,AE operation,AE operation (switching),142.72,163.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-15 23:30:00,switching,PEM operation,PEM operation (switching),142.72,163.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-15 23:30:00,switching,SOEC operation,SOEC operation (switching),142.72,163.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
2023-01-16 00:00:00,switching,AE operation,AE operation (switching),142.313,173.0,wind,1.0,0.0,,,,True,0.9315317448681073,1.0,,,,,,100.0
2023-01-16 00:00:00,switching,PEM operation,PEM operation (switching),142.313,173.0,wind,1.0,0.0,,,,True,0.9762296735385536,1.0,,,,,,100.0
2023-01-16 00:00:00,switching,SOEC operation,SOEC operation (switching),142.313,173.0,wind,1.0,0.0,,,,True,2.336089985685824,1.0,,,,,,100.0
